search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
2865,b2cfba8b-290c-42f8-930b-ef6519b38619,knee replacement,specialty:fertility,mental health support,Serbia,1535,42,2025-02-09 14:19:31
2866,bf957403-ce4b-42bb-a3d3-ce8ebcbb859a,dental implants,"language:english, rating:4+",plastic surgery abroad,Israel,1665,234,2025-04-18 14:19:31
2867,4d45d885-d2e0-4e57-a6cb-1dda13a0181b,mental health support,"verified, language:english, specialty:cosmetic, feature:telemedicine",dental implants,Australia,485,207,2025-02-27 14:19:31
2868,a0733e57-ba03-41f9-90ed-01d3ef444cf5,mental health support,language:english,cosmetic surgery,Turkey,91,276,2025-01-26 14:19:31
2869,45e18b77-97f9-41d5-94f8-9e6cc416c07c,mental health support,"verified, feature:financing, specialty:dental",knee replacement,USA,23,27,2025-02-02 14:19:31
2870,42fc7edf-813a-4aa5-bd81-0c217f764fce,cosmetic surgery,feature:telemedicine,dental implants,Portugal,1309,78,2025-03-03 14:19:31
2871,226dd24f-6e41-4e23-bdd1-9b8f2a055b69,dental implants,"language:english, specialty:fertility, feature:telemedicine",dermatology clinic,Slovenia,1572,194,2025-02-05 14:19:31
2872,650ad9aa-fa3f-412e-8d71-1f28618521ab,cheap surrogacy,"feature:telemedicine, specialty:dental, specialty:fertility",dental implants,Colombia,804,30,2025-01-29 14:19:31
2873,b2904e73-72c5-43e9-98c5-8875a56c0a56,plastic surgery abroad,"verified, specialty:fertility, rating:4+, feature:financing",dermatology clinic,Singapore,1669,156,2025-01-24 14:19:31
2874,d2450039-5e24-496e-b736-3ad979a8226b,hair transplant,"specialty:cosmetic, specialty:fertility, verified",hair transplant,Malaysia,654,290,2025-01-31 14:19:31
2875,a84d5f25-abf2-4369-9d0a-06d3e592ee7c,hair transplant,"feature:telemedicine, feature:financing, specialty:dental",plastic surgery abroad,Brazil,255,13,2025-01-28 14:19:31
2876,121af952-be69-4d39-8e37-8b07cc535c3e,ivf treatment,"language:english, specialty:cosmetic, feature:telemedicine, specialty:fertility",cardiology clinic,South Africa,580,208,2025-02-26 14:19:31
2877,bdf774c8-cf3e-44aa-994f-fd275dcd0d40,cosmetic surgery,"specialty:fertility, specialty:dental, rating:4+",dermatology clinic,Ireland,1263,31,2025-03-09 14:19:31
2878,974e598d-836b-47c3-bc71-1cc8665173fa,mental health support,"verified, feature:telemedicine, language:spanish, specialty:cosmetic",mental health support,Israel,1661,76,2025-03-10 14:19:31
2879,14c08f6d-0764-41d3-a75d-d45952d36897,mental health support,rating:4+,hair transplant,USA,22,234,2025-01-27 14:19:31
2880,0734a403-0fb9-4b5d-920b-28f648d0e602,mental health support,"verified, specialty:fertility, feature:telemedicine, feature:financing",ivf treatment,Israel,1638,192,2025-02-13 14:19:31
2881,b2cfba8b-290c-42f8-930b-ef6519b38619,dental implants,language:english,dental implants,Italy,408,39,2025-02-21 14:19:31
2882,36841339-7fcb-4f31-93ac-009a2fc10403,ivf treatment,"rating:4+, specialty:dental, language:english, feature:telemedicine",cardiology clinic,Thailand,111,274,2025-02-21 14:19:31
2883,c78cd2c3-6374-4d14-a9b6-7b14354e15ec,dental implants,"specialty:fertility, specialty:cosmetic, feature:luxury",ivf treatment,Indonesia,619,112,2025-03-18 14:19:31
2884,cf9d539c-6c2b-4781-81a9-5ee21718cfde,cardiology clinic,"rating:4+, feature:luxury, verified",mental health support,Czech Republic,1454,140,2025-03-03 14:19:31
2885,cbafd542-58e9-4bad-b5b1-773c6d56cfd5,ivf treatment,"rating:4+, verified, language:english",dermatology clinic,Hungary,1481,68,2025-02-04 14:19:31
2886,211f632b-752c-4a97-b60d-f6a37c198515,ivf treatment,"language:spanish, feature:luxury, specialty:cosmetic, feature:financing",mental health support,UK,440,174,2025-02-28 14:19:31
2887,1fef9a77-f0fb-4b65-a6a5-790ac1ade98a,ivf treatment,"feature:telemedicine, language:english",cheap surrogacy,Czech Republic,1462,258,2025-03-16 14:19:31
2888,2ea5312a-c942-46e8-adf7-21e0767f3c15,plastic surgery abroad,"language:spanish, feature:financing, verified, specialty:fertility",dermatology clinic,Belgium,1407,30,2025-03-26 14:19:31
2889,b8541d6a-d59f-4b69-b9a8-832f60971a15,knee replacement,"rating:4+, specialty:dental, feature:luxury, feature:financing",ivf treatment,USA,13,293,2025-03-26 14:19:31
2890,5b7c57e8-fdf0-4450-985b-4b176d9b1eb1,dental implants,"language:spanish, rating:4+, feature:telemedicine",knee replacement,Canada,445,78,2025-01-20 14:19:31
2891,873f3f03-0f8a-479c-b6db-bb2c3b5e2d65,cheap surrogacy,"feature:telemedicine, specialty:fertility, specialty:cosmetic, feature:luxury",hair transplant,Chile,830,137,2025-04-13 14:19:31
2892,199d5089-7d05-421c-8eee-7d6519048ca7,plastic surgery abroad,"language:english, feature:telemedicine",cosmetic surgery,Serbia,1563,207,2025-02-19 14:19:31
2893,22d6f0a2-a41f-4d38-8a80-3df87182fcf2,cheap surrogacy,"feature:luxury, specialty:fertility",dermatology clinic,UAE,900,126,2025-01-29 14:19:31
2894,211f632b-752c-4a97-b60d-f6a37c198515,cosmetic surgery,"feature:financing, language:english",cosmetic surgery,Greece,1335,28,2025-04-01 14:19:31
2895,a0733e57-ba03-41f9-90ed-01d3ef444cf5,cosmetic surgery,specialty:cosmetic,hair transplant,Germany,193,5,2025-04-10 14:19:31
2896,1e56d346-7e80-4d05-ac71-b531d3c724e8,cheap surrogacy,"feature:telemedicine, specialty:fertility",hair transplant,Poland,1058,155,2025-04-01 14:19:31
2897,79ab3018-87f3-49a4-8d1a-810d910171d2,hair transplant,"specialty:dental, feature:financing, specialty:fertility, feature:luxury",dermatology clinic,USA,19,174,2025-03-08 14:19:31
2898,b9a01137-63d6-4dd8-95a1-541489953dd1,ivf treatment,"feature:luxury, language:english, specialty:fertility",dental implants,Colombia,797,231,2025-03-08 14:19:31
2899,68950908-2e2c-4850-ab17-bd75307a1acb,cheap surrogacy,feature:telemedicine,knee replacement,Sweden,1129,68,2025-04-15 14:19:31
2900,c8497436-18b4-45b1-812a-34f402a13629,mental health support,"feature:telemedicine, specialty:cosmetic, specialty:fertility",mental health support,Italy,378,82,2025-04-02 14:19:31
2901,e48623dd-6f8e-4978-9021-71bd8458526b,dermatology clinic,"rating:4+, feature:telemedicine, feature:financing, verified",plastic surgery abroad,Chile,849,22,2025-02-27 14:19:31
2902,3977fd2f-9205-4da0-a264-3336d5ad86bc,hair transplant,"verified, rating:4+, specialty:cosmetic, specialty:dental",cardiology clinic,Sweden,1144,31,2025-03-19 14:19:31
2903,a0d80651-3338-42d1-a691-c66400c99370,dental implants,"specialty:cosmetic, language:english, specialty:fertility",plastic surgery abroad,Ireland,1278,160,2025-04-01 14:19:31
2904,155287c7-0b96-4346-a498-da39d7c8f02c,hair transplant,verified,dermatology clinic,Portugal,1312,157,2025-04-12 14:19:31
2905,dc409942-a8cf-4936-8e81-b2f02d474c4f,dermatology clinic,"verified, language:spanish, rating:4+",cardiology clinic,Bulgaria,1601,264,2025-03-28 14:19:31
2906,7e81cdfa-bf16-43e9-89b7-e0374425dea7,dermatology clinic,"specialty:fertility, language:english, verified, language:spanish",cosmetic surgery,Egypt,881,12,2025-04-13 14:19:31
2907,4cdedddb-c3f9-478c-af70-4164bf164454,mental health support,"feature:financing, language:english",mental health support,Portugal,1300,139,2025-02-25 14:19:31
2908,b61d56f5-b916-4357-8b1b-df3be217a6df,ivf treatment,"specialty:cosmetic, rating:4+, feature:luxury",cheap surrogacy,Indonesia,646,253,2025-01-26 14:19:31
2909,79f7f38c-6359-45ce-a2aa-6dc77208838e,knee replacement,feature:financing,cheap surrogacy,Canada,446,297,2025-01-22 14:19:31
2910,bf715a28-47ef-4886-95b5-b7b0f92edfa1,cheap surrogacy,"specialty:cosmetic, specialty:dental, feature:luxury",plastic surgery abroad,Denmark,1227,223,2025-04-14 14:19:31
2911,6c4e5a8c-99af-4e64-9024-822544bb10e0,cheap surrogacy,"language:english, verified, feature:luxury",knee replacement,Finland,1224,78,2025-02-24 14:19:31
2912,7506d74c-cc8a-4796-b015-693cf23e9a06,mental health support,"feature:telemedicine, specialty:fertility, feature:financing",knee replacement,Romania,1527,136,2025-03-01 14:19:31
2913,2275b1e2-f141-42c7-a0dc-ec7d3b172319,cosmetic surgery,specialty:fertility,plastic surgery abroad,Hungary,1472,278,2025-01-25 14:19:31
2914,fa549893-e476-431a-acdf-d364bdce7f65,ivf treatment,"specialty:cosmetic, feature:luxury, language:english",hair transplant,Canada,467,13,2025-04-18 14:19:31
2915,974e598d-836b-47c3-bc71-1cc8665173fa,ivf treatment,"rating:4+, language:spanish",cosmetic surgery,Romania,1519,75,2025-03-25 14:19:31
2916,cb6b6306-8422-40cf-9a36-433af3abd246,cheap surrogacy,"rating:4+, feature:luxury, specialty:fertility",cosmetic surgery,Singapore,1694,179,2025-02-27 14:19:31
2917,b2904e73-72c5-43e9-98c5-8875a56c0a56,dermatology clinic,"specialty:dental, feature:financing, specialty:fertility, specialty:cosmetic",dermatology clinic,UK,420,274,2025-01-26 14:19:31
2918,f4881671-a0db-4ca2-b43c-fb6b7ad7c891,dermatology clinic,language:english,plastic surgery abroad,Greece,1347,153,2025-04-10 14:19:31
2919,caea9ae5-690a-4b80-af8d-888d981170c1,plastic surgery abroad,language:spanish,ivf treatment,Czech Republic,1429,107,2025-01-19 14:19:31
2920,56d2bb12-af5a-4636-a8b8-d2529670cd19,hair transplant,"language:spanish, feature:luxury, rating:4+",cheap surrogacy,Serbia,1532,279,2025-03-15 14:19:31
2921,42bbeaae-222d-42cf-bc34-3d5ddf9e1425,dental implants,"feature:financing, language:spanish, rating:4+",hair transplant,Ireland,1277,295,2025-02-28 14:19:31
2922,9d655c03-2aa8-44da-96ec-0e55aad9e93d,plastic surgery abroad,"verified, rating:4+",knee replacement,Georgia,316,207,2025-04-03 14:19:31
2923,1d9fff25-7e63-4654-93ff-5f1f150e3388,plastic surgery abroad,specialty:cosmetic,mental health support,Spain,289,47,2025-02-28 14:19:31
2924,3977fd2f-9205-4da0-a264-3336d5ad86bc,cosmetic surgery,specialty:dental,cardiology clinic,Egypt,858,187,2025-03-09 14:19:31
2925,bc0dbd13-a70a-409d-ac50-c260f0f24933,dermatology clinic,"feature:luxury, language:english, rating:4+, feature:financing",mental health support,Poland,1071,170,2025-03-08 14:19:31
2926,e1831003-5bd9-42c7-84a4-34e7ffcf956e,cardiology clinic,"language:english, specialty:dental, specialty:fertility, rating:4+",mental health support,Qatar,964,145,2025-04-18 14:19:31
2927,2f4ddc9b-3334-4d07-a6b3-6561966d2735,dental implants,"feature:financing, rating:4+, language:english, feature:luxury",mental health support,Bulgaria,1612,276,2025-04-02 14:19:31
2928,f31dde25-9496-434f-9438-231daa0a2259,dental implants,"specialty:dental, language:spanish, feature:financing",hair transplant,Philippines,723,171,2025-04-05 14:19:31
2929,0734a403-0fb9-4b5d-920b-28f648d0e602,cosmetic surgery,"feature:luxury, specialty:cosmetic, specialty:dental",plastic surgery abroad,Slovenia,1577,246,2025-03-12 14:19:31
2930,34952c00-9a0f-49e9-ab8b-8c111fb0ef34,cosmetic surgery,"feature:telemedicine, feature:financing",plastic surgery abroad,Chile,833,223,2025-04-16 14:19:31
2931,7c360908-8f94-4977-b582-ef0cfd2336f4,knee replacement,"rating:4+, verified, specialty:dental",dental implants,Saudi Arabia,927,130,2025-02-25 14:19:31
2932,6f9d1d74-f82c-4ad8-9d03-7a064cad66c5,dental implants,"feature:luxury, specialty:fertility, feature:telemedicine",mental health support,Ukraine,1050,36,2025-03-27 14:19:31
2933,b4693ec4-5c7a-48ef-8324-5e357eedcc65,cardiology clinic,feature:financing,plastic surgery abroad,Denmark,1253,119,2025-04-15 14:19:31
2934,20b6d43c-fbf3-4106-a60b-13e04ce6929f,hair transplant,feature:telemedicine,cheap surrogacy,South Korea,552,11,2025-02-03 14:19:31
2935,ab636d66-9ab2-4735-83f0-6e7ddfaa8505,mental health support,specialty:cosmetic,cheap surrogacy,Qatar,975,253,2025-02-04 14:19:31
2936,fca91028-6c39-42ef-b9fc-829f4dcf2615,dermatology clinic,"feature:luxury, language:english",plastic surgery abroad,Georgia,314,142,2025-04-04 14:19:31
2937,1138978b-45fb-4e8a-963b-04fa9784713d,cardiology clinic,"specialty:cosmetic, feature:luxury, verified, specialty:fertility",dental implants,Malaysia,651,242,2025-03-23 14:19:31
2938,ddcf5003-4627-41ec-88ac-784fca10b499,mental health support,"feature:luxury, feature:financing, verified, specialty:cosmetic",dermatology clinic,Malaysia,660,119,2025-02-04 14:19:31
2939,69958fd1-d891-4adf-b41c-612aa2491260,dental implants,"specialty:cosmetic, feature:financing, verified",mental health support,Spain,288,5,2025-03-28 14:19:31
2940,49bb1313-294d-45fc-8553-9a506facc50d,cheap surrogacy,"feature:luxury, specialty:fertility, verified",knee replacement,Israel,1642,51,2025-03-04 14:19:31
2941,d4147d03-6cfa-48cf-b62e-110a25848385,plastic surgery abroad,"language:english, feature:financing",cheap surrogacy,South Korea,575,13,2025-02-18 14:19:31
2942,c3d0bde3-cfbb-484a-80b5-70137f29c9e7,hair transplant,"verified, feature:telemedicine",cheap surrogacy,Germany,198,230,2025-01-23 14:19:31
2943,f077671b-9b3b-4b4c-bf2a-50c05ab383c9,dermatology clinic,"feature:financing, language:spanish, rating:4+",cheap surrogacy,Philippines,743,192,2025-04-04 14:19:31
2944,5c58b8ba-9de2-4d3f-b952-f1e8d029733c,hair transplant,feature:financing,hair transplant,Egypt,872,272,2025-03-29 14:19:31
2945,ff08c739-4c1d-4e43-8c2b-03e443e1346d,dental implants,"specialty:cosmetic, language:english",plastic surgery abroad,Bulgaria,1612,207,2025-01-19 14:19:31
2946,d888dcb6-1ccc-43c1-be34-7f69752fbd7e,hair transplant,specialty:cosmetic,cosmetic surgery,Egypt,861,130,2025-01-26 14:19:31
2947,447a4e2c-8e99-4457-a0b1-d762c524f047,knee replacement,"language:spanish, verified",cardiology clinic,Romania,1510,285,2025-03-01 14:19:31
2948,b2904e73-72c5-43e9-98c5-8875a56c0a56,cheap surrogacy,"specialty:fertility, rating:4+, language:spanish",hair transplant,Qatar,985,269,2025-03-23 14:19:31
2949,7f4d55b9-7d45-4a09-802d-35e81f47d902,dermatology clinic,"verified, language:spanish",cosmetic surgery,Chile,826,114,2025-01-24 14:19:31
2950,90d5e87e-4f48-4f45-92b4-002c7b2e60e1,ivf treatment,"specialty:dental, feature:financing, specialty:cosmetic",plastic surgery abroad,Qatar,960,261,2025-03-30 14:19:31
2951,40767e21-8677-42d3-ae7a-6de6c66dfe25,cosmetic surgery,"language:english, specialty:cosmetic, feature:luxury, feature:telemedicine",plastic surgery abroad,Ireland,1276,16,2025-02-24 14:19:31
2952,d2e55512-6abb-4c41-b928-62a9bb51cd74,cosmetic surgery,"specialty:fertility, rating:4+",cosmetic surgery,Hungary,1485,117,2025-01-25 14:19:31
2953,80f58b81-2b7c-4ee3-82a2-79502deb5687,ivf treatment,"specialty:cosmetic, feature:financing, verified, specialty:dental",knee replacement,France,351,246,2025-01-22 14:19:31
2954,2a112eab-c5ba-46af-bb60-be1c66d29752,cheap surrogacy,verified,mental health support,Czech Republic,1451,166,2025-03-15 14:19:31
2955,0723e11e-05fe-47bc-a8f7-8d49a2bc491e,plastic surgery abroad,"verified, feature:financing, feature:luxury, language:spanish",dermatology clinic,Qatar,955,170,2025-01-18 14:19:31
2956,3edec38e-0717-4ef3-b121-68632663ed11,ivf treatment,"language:spanish, rating:4+, language:english, specialty:fertility",cheap surrogacy,UK,415,273,2025-04-09 14:19:31
2957,079e8b0b-f198-462e-9c9d-3eadaea491fc,plastic surgery abroad,rating:4+,knee replacement,Serbia,1534,241,2025-02-12 14:19:31
2958,7ddcaaf6-ac95-4db1-bfac-54fd0345eeda,cardiology clinic,language:english,cheap surrogacy,Russia,1012,34,2025-02-06 14:19:31
2959,219c00cb-9a7f-4e23-af59-aa66e75b2113,hair transplant,"feature:financing, language:spanish, specialty:fertility",plastic surgery abroad,Chile,830,112,2025-02-13 14:19:31
2960,6fa6681c-fdc5-4285-8f50-b11f7c420494,plastic surgery abroad,"language:spanish, feature:telemedicine, verified, specialty:cosmetic",dental implants,Georgia,319,250,2025-02-26 14:19:31
2961,984f5a56-3344-47eb-96b0-905232f75350,cosmetic surgery,"specialty:cosmetic, language:spanish",ivf treatment,Belgium,1396,97,2025-04-04 14:19:31
2962,366fbddd-b1c8-450a-9e39-0f218775cabf,cheap surrogacy,language:english,ivf treatment,Romania,1512,285,2025-02-08 14:19:31
2963,2275b1e2-f141-42c7-a0dc-ec7d3b172319,cosmetic surgery,"specialty:dental, feature:financing, specialty:fertility, language:spanish",dental implants,Israel,1656,255,2025-04-18 14:19:31
2964,79ebb8bb-214b-4473-a375-58676cc56071,mental health support,"specialty:cosmetic, verified, specialty:dental, feature:financing",cheap surrogacy,Saudi Arabia,932,72,2025-03-21 14:19:31
2965,0b4e360a-5032-4fe6-9de9-5c7242a9f7e5,cosmetic surgery,"language:spanish, feature:financing",knee replacement,Denmark,1243,119,2025-03-14 14:19:31
2966,53edc74f-1af0-46df-bf64-e5eebccd9b8c,plastic surgery abroad,"feature:luxury, rating:4+, verified, specialty:dental",cardiology clinic,Czech Republic,1462,27,2025-02-24 14:19:31
2967,4385a3e3-ed3d-4159-82f5-da5fd45ff4db,cardiology clinic,"feature:financing, language:spanish, feature:telemedicine, specialty:dental",cardiology clinic,Vietnam,693,233,2025-04-17 14:19:31
2968,3ecd0888-01af-4939-84df-5b8dc4eb8e5d,dermatology clinic,"feature:telemedicine, specialty:dental, specialty:fertility, language:spanish",knee replacement,Israel,1650,56,2025-03-08 14:19:31
2969,c9eef97c-eade-4b17-b0d0-90bd0dff01ba,cardiology clinic,language:english,dental implants,UAE,902,188,2025-04-02 14:19:31
2970,df22367d-4262-448c-9aa3-3580fb708dd7,ivf treatment,"specialty:cosmetic, feature:telemedicine, feature:luxury, language:english",hair transplant,Singapore,1684,139,2025-04-13 14:19:31
2971,5fecaa6e-8891-4cf5-bd88-23d20e512083,cardiology clinic,"specialty:dental, specialty:cosmetic",ivf treatment,Indonesia,638,162,2025-02-16 14:19:31
2972,4da273ed-5fdc-4844-bdb3-7e454e0f89b9,dental implants,specialty:fertility,cardiology clinic,Canada,465,30,2025-03-24 14:19:31
2973,3977fd2f-9205-4da0-a264-3336d5ad86bc,plastic surgery abroad,"specialty:dental, language:english, language:spanish, rating:4+",plastic surgery abroad,Slovenia,1591,43,2025-04-14 14:19:31
2974,d5016ada-189a-435d-aa5f-89ca5bea530d,dermatology clinic,"specialty:cosmetic, rating:4+, verified, language:spanish",knee replacement,Spain,292,159,2025-01-28 14:19:31
2975,22ed1e25-45d0-4382-a8cb-b7ca33b5a667,cardiology clinic,"feature:financing, feature:luxury, specialty:cosmetic, feature:telemedicine",cheap surrogacy,Qatar,969,155,2025-04-15 14:19:31
2976,79ebb8bb-214b-4473-a375-58676cc56071,knee replacement,"language:spanish, feature:luxury, verified, rating:4+",knee replacement,UAE,885,73,2025-01-30 14:19:31
2977,5ced7017-2518-4c09-afdd-6a87c8c621be,dermatology clinic,"rating:4+, feature:financing",knee replacement,Greece,1356,65,2025-03-04 14:19:31
2978,d5016ada-189a-435d-aa5f-89ca5bea530d,dermatology clinic,"rating:4+, specialty:fertility, feature:financing",dermatology clinic,Greece,1357,124,2025-04-05 14:19:31
2979,ed5d6510-e52a-43e6-bec5-8a891db3c075,mental health support,"verified, specialty:fertility",ivf treatment,Norway,1157,174,2025-02-06 14:19:31
2980,d03cd20a-baae-4bf8-9a24-45256bbe2bd6,hair transplant,"feature:telemedicine, specialty:cosmetic",hair transplant,France,359,51,2025-03-01 14:19:31
2981,b28d7506-7130-4648-a6eb-e7029e418884,cardiology clinic,feature:financing,hair transplant,Vietnam,711,280,2025-03-18 14:19:31
2982,d5016ada-189a-435d-aa5f-89ca5bea530d,mental health support,"verified, rating:4+, feature:telemedicine, specialty:fertility",mental health support,South Africa,598,246,2025-01-18 14:19:31
2983,99ea5bbd-afd5-490b-81a6-7c90291c0da1,mental health support,"specialty:dental, language:english",cheap surrogacy,Romania,1522,187,2025-02-08 14:19:31
2984,f17312f4-659a-49f2-971e-5028e2be80e1,ivf treatment,"feature:luxury, specialty:dental, language:spanish, verified",dental implants,UAE,906,177,2025-04-17 14:19:31
